apk,cls,method,sig,event,target_invoke,invoke_off,branch_srcs,direction,app_code,ev
org.glpi.inventory.agent_39469.apk,com.google.android.gms.measurement.internal.zznv,zza,(Ljava/lang/String;J)Z,SecureRandomSpec_next1Event,Ljava/security/SecureRandom;.nextInt:(I)I,1a03,1990,forward,0,['SecureRandomSpec_next1Event']
org.hwyl.sexytopo_93.apk,com.google.android.gms.measurement.internal.zzpg,zzaH,(Ljava/lang/String;J)Z,SecureRandomSpec_next1Event,Ljava/security/SecureRandom;.nextInt:(I)I,0bc3,0b89,forward,0,['SecureRandomSpec_next1Event']
org.totschnig.myexpenses_858.apk,com.itextpdf.text.pdf.security.PdfPKCS7,initSignature,(Ljava/security/PrivateKey;)Ljava/security/Signature;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,001f,0011,forward,0,['SignatureSpec_i1Event']
org.totschnig.myexpenses_858.apk,com.itextpdf.text.pdf.security.PdfPKCS7,initSignature,(Ljava/security/PublicKey;)Ljava/security/Signature;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,0029,001f,forward,0,['SignatureSpec_i4Event']
rocks.poopjournal.metadataremover_20020.apk,com.tom_roush.pdfbox.pdmodel.encryption.SecurityHandler,createCipher,([B[BZ)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0041,0035,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
rocks.poopjournal.metadataremover_20020.apk,org.apache.poi.poifs.crypt.CryptoFunctions,getCipher,(Ljava/security/Key;Lorg/apache/poi/poifs/crypt/CipherAlgorithm;Lorg/apache/poi/poifs/crypt/ChainingMode;[BILjava/lang/String;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00fd,00ea,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
rocks.poopjournal.metadataremover_20020.apk,org.apache.poi.poifs.crypt.binaryrc4.BinaryRC4Decryptor,initCipherForBlock,(Ljavax/crypto/Cipher;ILorg/apache/poi/poifs/crypt/EncryptionInfo;Ljavax/crypto/SecretKey;I)Ljavax/crypto/Cipher;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,005f,0040,forward,0,['CipherSpec_i2Event']
rocks.poopjournal.metadataremover_20020.apk,org.apache.poi.poifs.crypt.cryptoapi.CryptoAPIDecryptor,initCipherForBlock,(Ljavax/crypto/Cipher;ILorg/apache/poi/poifs/crypt/EncryptionInfo;Ljavax/crypto/SecretKey;I)Ljavax/crypto/Cipher;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,0093,007c,forward,0,['CipherSpec_i2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0047,0038,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder$CMSAuthOutputEncryptor,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSContentEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,002a,001b,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder$CMSOutputEncryptor,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSContentEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,002a,001b,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0036,0027,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,003a,0021|002a,forward,0,['KeyManagerFactorySpec_initEvent']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CRLImpl,checkSignature,(Ljava/security/PublicKey;Ljava/security/Signature;Lorg/bouncycastle/asn1/ASN1Encodable;[B)V,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,001b,0010,forward,0,['SignatureSpec_i4Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0099,008d,forward,0,['SignatureSpec_i1Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,002a,001a,forward,0,['SignatureSpec_i1Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0033,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0029,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,002a,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,0015,0032,backward,0,['SecureRandomSpec_next2Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,01b8,01a5,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0070,005e,forward,0,['SignatureSpec_i1Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.operator.jcajce.JcaContentVerifierProviderBuilder,createRawSig,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;Ljava/security/PublicKey;)Ljava/security/Signature;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,001a,0010,forward,0,['SignatureSpec_i4Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0020,0010,forward,0,['SignatureSpec_i1Event']
rocks.poopjournal.metadataremover_20020.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0020,0010,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,com.itextpdf.text.pdf.security.PdfPKCS7,initSignature,(Ljava/security/PrivateKey;)Ljava/security/Signature;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,001f,0011,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,com.itextpdf.text.pdf.security.PdfPKCS7,initSignature,(Ljava/security/PublicKey;)Ljava/security/Signature;,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,0029,001f,forward,0,['SignatureSpec_i4Event']
swati4star.createpdf_110.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0032,0026,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
swati4star.createpdf_110.apk,org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder$CMSOutputEncryptor,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSContentEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0022,0016,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
swati4star.createpdf_110.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0028,001c,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
swati4star.createpdf_110.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,001c,0014,forward,0,['KeyManagerFactorySpec_initEvent']
swati4star.createpdf_110.apk,org.bouncycastle.jcajce.provider.asymmetric.x509.X509CRLImpl,checkSignature,(Ljava/security/PublicKey;Ljava/security/Signature;Lorg/bouncycastle/asn1/ASN1Encodable;[B)V,SignatureSpec_i4Event,Ljava/security/Signature;.initVerify:(Ljava/security/PublicKey;)V,000d,0005,forward,0,['SignatureSpec_i4Event']
swati4star.createpdf_110.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00b8,00a0,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
swati4star.createpdf_110.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007d,0075,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP224K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP224R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP256K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP256R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP384R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.math.ec.custom.sec.SecP521R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0023,backward,0,['SecureRandomSpec_next2Event']
swati4star.createpdf_110.apk,org.bouncycastle.openssl.jcajce.JceOpenSSLPKCS8DecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;)V,00c8,0108,backward,0,['CipherSpec_i2Event']
swati4star.createpdf_110.apk,org.bouncycastle.openssl.jcajce.PEMUtilities,crypt,(ZLorg/bouncycastle/jcajce/util/JcaJceHelper;[B[CLjava/lang/String;[B)[B,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,0130,0121,forward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
swati4star.createpdf_110.apk,org.bouncycastle.operator.jcajce.JcaContentSignerBuilder,build,(Ljava/security/PrivateKey;)Lorg/bouncycastle/operator/ContentSigner;,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,002a,001c,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,org.bouncycastle.operator.jcajce.JceInputDecryptorProviderBuilder$1,get,(Lorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Lorg/bouncycastle/operator/InputDecryptor;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,004a,0061,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
swati4star.createpdf_110.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
swati4star.createpdf_110.apk,org.bouncycastle.x509.X509Util,calculateSignature,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Ljava/lang/String;Ljava/security/PrivateKey;Ljava/security/SecureRandom;Lorg/bouncycastle/asn1/ASN1Encodable;)[B,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0017,000b,forward,0,['SignatureSpec_i1Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.cert.crmf.jcajce.JceCRMFEncryptorBuilder$CRMFOutputEncryptor,<init>,(Lorg/bouncycastle/cert/crmf/jcajce/JceCRMFEncryptorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0032,0026,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
systems.sieber.droid_scep_7.apk,org.bouncycastle.cms.jcajce.JceCMSContentEncryptorBuilder$CMSOutEncryptor,init,(Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,001f,0013,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
systems.sieber.droid_scep_7.apk,org.bouncycastle.cms.jcajce.JceCMSMacCalculatorBuilder$CMSMacCalculator,<init>,(Lorg/bouncycastle/cms/jcajce/JceCMSMacCalculatorBuilder;Lorg/bouncycastle/asn1/ASN1ObjectIdentifier;ILjava/security/AlgorithmParameters;Ljava/security/SecureRandom;)V,KeyGeneratorSpec_initRandomSizeEvent,Ljavax/crypto/KeyGenerator;.init:(ILjava/security/SecureRandom;)V,0028,001c,forward,0,['KeyGeneratorSpec_initRandomSizeEvent']
systems.sieber.droid_scep_7.apk,org.bouncycastle.est.jcajce.JcaJceUtils,createKeyManagerFactory,(Ljava/lang/String;Ljava/lang/String;Ljava/security/KeyStore;[C)Ljavax/net/ssl/KeyManagerFactory;,KeyManagerFactorySpec_initEvent,Ljavax/net/ssl/KeyManagerFactory;.init:(Ljava/security/KeyStore;[C)V,001c,0014,forward,0,['KeyManagerFactorySpec_initEvent']
systems.sieber.droid_scep_7.apk,org.bouncycastle.jcajce.provider.keystore.pkcs12.PKCS12KeyStoreSpi,createCipher,(I[CLorg/bouncycastle/asn1/x509/AlgorithmIdentifier;)Ljavax/crypto/Cipher;,IvChainJunctionSpec_useEvent|CipherSpec_i2Event,Ljavax/crypto/Cipher;.init:(ILjava/security/Key;Ljava/security/spec/AlgorithmParameterSpec;)V,00ad,00cf,backward,0,"['IvChainJunctionSpec_useEvent', 'CipherSpec_i2Event']"
systems.sieber.droid_scep_7.apk,org.bouncycastle.jce.PKCS10CertificationRequest,<init>,(Ljava/lang/String;Lorg/bouncycastle/asn1/x509/X509Name;Ljava/security/PublicKey;Lorg/bouncycastle/asn1/ASN1Set;Ljava/security/PrivateKey;Ljava/lang/String;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,007c,0074,forward,0,['SignatureSpec_i1Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.jce.netscape.NetscapeCertRequest,sign,(Ljava/security/PrivateKey;Ljava/security/SecureRandom;)V,SignatureSpec_i1Event,Ljava/security/Signature;.initSign:(Ljava/security/PrivateKey;)V,0021,0015,forward,0,['SignatureSpec_i1Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.djb.Curve25519Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,0024,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.gm.SM2P256V1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001b,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.sec.SecP128R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.sec.SecP160R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.sec.SecP160R2Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.sec.SecP192K1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
systems.sieber.droid_scep_7.apk,org.bouncycastle.math.ec.custom.sec.SecP192R1Field,random,(Ljava/security/SecureRandom;[I)V,SecureRandomSpec_next2Event,Ljava/security/SecureRandom;.nextBytes:([B)V,000c,001a,backward,0,['SecureRandomSpec_next2Event']
