model,strategy,prompt_id,temperature,top_p,max_tokens,top_k,run_number_mean,run_number_median,run_number_min,run_number_max,run_number_std_dev,total_duration_ms_mean,total_duration_ms_median,total_duration_ms_min,total_duration_ms_max,total_duration_ms_std_dev,load_duration_ms_mean,load_duration_ms_median,load_duration_ms_min,load_duration_ms_max,load_duration_ms_std_dev,input_tokens_mean,input_tokens_median,input_tokens_min,input_tokens_max,input_tokens_std_dev,input_tokens_duration_ms_mean,input_tokens_duration_ms_median,input_tokens_duration_ms_min,input_tokens_duration_ms_max,input_tokens_duration_ms_std_dev,output_tokens_mean,output_tokens_median,output_tokens_min,output_tokens_max,output_tokens_std_dev,output_tokens_duration_ms_mean,output_tokens_duration_ms_median,output_tokens_duration_ms_min,output_tokens_duration_ms_max,output_tokens_duration_ms_std_dev,tokens_per_second_mean,tokens_per_second_median,tokens_per_second_min,tokens_per_second_max,tokens_per_second_std_dev,input_output_ratio_mean,input_output_ratio_median,input_output_ratio_min,input_output_ratio_max,input_output_ratio_std_dev,generation_latency_ms_mean,generation_latency_ms_median,generation_latency_ms_min,generation_latency_ms_max,generation_latency_ms_std_dev,response_length_chars_mean,response_length_chars_median,response_length_chars_min,response_length_chars_max,response_length_chars_std_dev,actions_count_mean,actions_count_median,actions_count_min,actions_count_max,actions_count_std_dev,explanation_quality_score_mean,explanation_quality_score_median,explanation_quality_score_min,explanation_quality_score_max,explanation_quality_score_std_dev,parsing_success_rate,error_rate,timeout_rate,overall_success_rate,overall_score,total_runs
qwen3:0.6b,standard_modular,001,0.7,0.9,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,1811.0387078,1835.774085,1191.602898,2410.797183,414.77364410866073,30.2812018,32.373221,19.138815,34.564059,4.634664184447283,286.0,286.0,286.0,286.0,0.0,15.1450107,14.836382,12.131113,19.165806,2.0911408978944195,352.5,360.0,227.0,470.0,80.95712170992466,1757.8007446000001,1784.9387965,1135.00083,2350.684376,413.2400928732922,200.739405164449,201.1601175518057,196.11309995791623,203.37530951848225,2.197218347464182,1.2325174825174825,1.2587412587412588,0.7937062937062938,1.6433566433566433,0.2830668591256107,1772.9457553,1798.3044009999999,1150.761097,2368.342506,412.8358050286408,1707.3,1798.5,1066.0,2252.0,382.60511990533763,1.3,1.0,1.0,2.0,0.48304589153964794,0.825,0.825,0.7374999999999999,0.9125,0.041247895569215286,1.0,0.0,0.0,1.0,95.2973388714395,10
qwen3:0.6b,batch_action_modular,001,0.7,0.9,800,40,5.5,5.5,1.0,10.0,3.0276503540974917,2029.6964902,1752.1473145,1183.247616,3126.513881,659.8511044707799,28.6159283,32.1218095,18.620662,33.195674,6.257504509507694,286.0,286.0,286.0,286.0,0.0,13.5254071,14.8726105,8.901885,16.494783,2.5649116059759014,395.7,341.0,224.0,610.0,131.5371092548073,1979.869531,1699.1828030000001,1127.667829,3082.978246,664.3764547511465,200.02438008800556,200.10728533708217,197.86062415180595,201.8866116346473,1.5777613552054113,1.3835664335664335,1.1923076923076923,0.7832167832167832,2.132867132867133,0.45991996242939615,1993.3949381,1712.2777655,1142.671801,3099.473029,664.3297610391995,1907.6,1681.0,1091.0,2895.0,620.649516411817,1.2,1.0,1.0,2.0,0.4216370213557839,0.85125,0.825,0.7374999999999999,1.0,0.08300978857941999,1.0,0.0,0.0,1.0,95.24833998499214,10
llama3.2:1b,standard_modular,001,0.7,1.0,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,527.6867895,427.1131385,372.603259,1128.572513,236.79625068463227,31.7479264,35.259812499999995,20.078893,37.446284,6.676070256838743,298.0,298.0,298.0,298.0,0.0,4.4544849,4.1158935,3.011633,6.075165,0.9239810058813078,59.9,47.0,42.0,135.0,29.666479400158018,489.5435641,385.47338149999996,344.709351,1092.636565,236.67625672001176,121.923603555327,121.74999738216195,118.90823217545783,125.61771031190464,1.8928961521726297,0.20100671140939597,0.15771812080536912,0.14093959731543623,0.45302013422818793,0.09955194429583228,493.998049,389.589275,350.78451600000005,1097.412255,236.64586387745553,220.5,168.5,139.0,520.0,119.21991817179246,1.3,1.0,1.0,3.0,0.6749485577105528,0.7549999999999999,0.825,0.6499999999999999,0.825,0.0903696114115064,1.0,0.0,0.0,1.0,95.15490138245657,10
qwen3:0.6b,standard_modular,001,0.2,0.9,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,1805.9846713,1782.07313,1259.415388,2503.342874,491.68564017477365,30.1426909,32.159025,20.46519,34.353293,5.14668063161824,286.0,286.0,286.0,286.0,0.0,14.9677379,15.6536015,9.391101,17.224111,2.53021578392465,350.1,343.5,243.0,480.0,97.04575095169174,1752.8080114,1726.2457515,1212.399879,2446.58547,492.037536240505,199.94239401084502,200.8677182218622,196.19179705174983,203.33799725387394,2.801780719976944,1.224125874125874,1.201048951048951,0.8496503496503497,1.6783216783216783,0.33932080752339766,1767.7757493,1740.6975685,1228.3757540000001,2462.636596,491.15380883254846,1699.7,1664.5,1236.0,2329.0,436.85366225112756,1.3,1.0,1.0,2.0,0.48304589153964794,0.825,0.825,0.7374999999999999,1.0,0.07144345083117605,1.0,0.0,0.0,1.0,95.10416894087116,10
qwen3:0.6b,standard_modular,001,0.2,1.0,800,40,5.5,5.5,1.0,10.0,3.0276503540974917,2032.0209806,1465.8383215,1260.441731,4157.329071,1064.8017181724022,29.854969699999998,32.513669,17.904134,34.298969,6.241284726736049,286.0,286.0,286.0,286.0,0.0,13.881684,14.725819000000001,8.879254,18.938869,3.677147696760418,390.8,280.0,242.0,800.0,206.38141604536222,1980.5806645,1409.7966040000001,1218.969669,4108.394386,1064.5556644747867,197.98625325848954,198.11822316070482,194.7232726064776,200.99752582972025,2.003043703657299,1.3664335664335665,0.9790209790209791,0.8461538461538461,2.797202797202797,0.7216133428159517,1994.4623485,1424.5872454999999,1233.885802,4117.849468,1062.326417435541,1898.4,1371.0,1163.0,3747.0,962.5720405940187,1.2,1.0,1.0,2.0,0.4216370213557839,0.8162499999999999,0.825,0.7374999999999999,0.825,0.027669929526473326,1.0,0.0,0.0,1.0,95.02920801931563,10
llama3.2:1b,batch_action_modular,001,0.7,0.9,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,488.7770036,423.60975399999995,344.829636,817.979885,175.19419413322274,34.085247,35.428279,28.478552,36.039815,2.5337081091545555,298.0,298.0,298.0,298.0,0.0,3.6617578,3.6661525,2.46282,4.60353,0.6390409080431567,55.5,47.5,37.0,97.0,21.975997006835538,449.2896958,384.25537599999996,307.184469,781.918357,176.295336251452,123.36926223097149,123.82497479853932,120.44879781991844,125.12792520904686,1.4376690195994752,0.18624161073825501,0.1593959731543624,0.12416107382550336,0.32550335570469796,0.07374495639877696,452.9514536,388.00658949999996,311.072141,784.966116,176.22863578778924,203.6,173.0,124.0,394.0,96.0071756577485,1.2,1.0,1.0,2.0,0.4216370213557839,0.7637499999999999,0.7374999999999999,0.5625,1.0,0.15461084660815003,1.0,0.0,0.0,1.0,94.93284933941933,10
qwen3:0.6b,standard_modular,001,0.7,1.0,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,2460.150272,2615.6743005,1433.490175,4093.890758,823.9444896659777,30.9824563,32.210714499999995,19.830726,33.002612,3.933692880940731,286.0,286.0,286.0,286.0,0.0,13.5164626,14.2624505,9.541947,19.957143,3.3552140658649545,477.0,510.5,273.0,800.0,163.4808857328587,2407.9806722,2565.6587535,1378.892549,4038.532828,825.788616590805,198.07252821803144,198.03835564498925,195.16137234516984,201.43342910277977,1.7645991377798607,1.667832167832168,1.784965034965035,0.9545454545454546,2.797202797202797,0.571611488576429,2421.4971348,2575.9347915,1393.641038,4053.9639319999997,824.5009232677739,2290.3,2413.0,1327.0,3865.0,797.5952816644124,1.0,1.0,1.0,1.0,0.0,0.825,0.825,0.825,0.825,0.0,1.0,0.0,0.0,1.0,94.90895859766185,10
qwen3:0.6b,batch_action_modular,001,0.7,1.0,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,1791.6238207,1786.796496,1024.099137,2565.76386,483.26575532911414,32.6680274,32.6692345,31.945679,33.458698,0.5054320344398888,286.0,286.0,286.0,286.0,0.0,15.2778139,15.2672305,12.310095,17.126173,1.243348927528789,343.4,342.0,192.0,500.0,94.34946858473673,1736.0025664,1731.1920624999998,965.678852,2510.934444,483.6346998138425,198.0645993923181,198.97645852050755,193.6879706015587,202.61402823893613,3.1404396034667315,1.2006993006993008,1.1958041958041958,0.6713286713286714,1.7482517482517483,0.32989324679977877,1751.2803803,1746.379605,982.805025,2526.082342,483.5463067672886,1647.0,1661.5,896.0,2325.0,448.49996903257664,1.3,1.0,1.0,3.0,0.6749485577105528,0.8179166666666666,0.825,0.46249999999999997,1.0,0.13949935284597004,1.0,0.0,0.0,1.0,94.58541904797059,10
llama3.2:1b,standard_modular,001,0.7,1.0,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,539.4830324,489.7912285,345.33062,754.9367,160.5445884803357,32.9625137,35.4968815,20.101976,37.274813,6.478252394862454,298.0,298.0,298.0,298.0,0.0,4.0106295,4.1320645,2.82579,4.569809,0.5035331130144824,61.4,55.5,37.0,89.0,19.928762017635606,500.65799319999996,451.79953649999993,303.674343,728.600237,161.78325892327308,122.59566508557089,122.41264471956941,119.87172492466749,125.3916191186162,1.5258643423210927,0.20604026845637582,0.18624161073825501,0.12416107382550336,0.2986577181208054,0.06687504032763626,504.6686227,455.2286415,307.841358,732.748818,161.79704930889403,231.5,215.5,124.0,346.0,83.87325093390754,1.4,1.0,1.0,2.0,0.5163977794943223,0.74625,0.7374999999999999,0.475,1.0,0.15679626731668217,1.0,0.0,0.0,1.0,94.57628854410515,10
llama3.2:1b,batch_action_modular,001,0.7,1.0,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,552.2218634,464.488192,418.335454,993.16126,187.37633886402108,33.863620499999996,35.512086999999994,20.249934,37.055698,5.092418945288275,298.0,298.0,298.0,298.0,0.0,3.9896252,3.9986315,3.003615,4.851648,0.5425322203908057,63.3,52.0,47.0,118.0,23.471259020342305,512.3830769,423.91544550000003,377.58559,951.024618,186.2340930516837,123.29014848110977,123.50223077589362,120.26842412446587,125.1843349111593,1.5816897378599144,0.21241610738255032,0.174496644295302,0.15771812080536912,0.3959731543624161,0.0787626141622225,516.3727021,428.169872,381.02700500000003,954.800847,186.028319547249,232.1,193.5,150.0,441.0,93.72352959636123,1.4,1.0,1.0,3.0,0.699205898780101,0.7579166666666666,0.7958333333333333,0.475,1.0,0.19251473007615885,1.0,0.0,0.0,1.0,94.518206573811,10
llama3.2:1b,batch_action_modular,001,0.7,1.0,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,626.1467673,535.2993875,392.397706,976.606467,242.05450763630287,33.9995181,35.248439000000005,20.917248,36.385714,4.637793515594325,298.0,298.0,298.0,298.0,0.0,4.0332809,4.0376905,3.615134,4.538164,0.2871943215936826,72.3,61.0,43.0,116.0,30.331684936895794,586.1274783,493.6913875,351.652524,935.501427,243.4372915629364,123.1296514938641,122.94484308031673,122.020780947044,124.34141659289617,0.8188846011517392,0.24261744966442952,0.20469798657718122,0.14429530201342283,0.38926174496644295,0.1017841776405899,590.1607592,497.7331300000001,355.921257,939.451626,243.46476885144313,270.6,223.0,153.0,499.0,128.75230310777184,1.5,1.5,1.0,2.0,0.5270462766947299,0.7112499999999999,0.6499999999999999,0.6499999999999999,0.825,0.08300978857941999,1.0,0.0,0.0,1.0,94.46178769843668,10
llama3.2:1b,standard_modular,001,0.7,0.9,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,733.71666,750.060071,421.978067,1124.675322,254.5354277259436,34.6411182,35.6025845,28.517076,37.616694,3.2914785780701723,298.0,298.0,298.0,298.0,0.0,4.2878718000000005,4.051699,3.166118,5.936164,0.9496486212624822,86.1,88.0,47.0,135.0,31.73308823434758,692.7966213,706.9754244999999,381.648637,1084.876344,254.59231319353364,124.19639155004914,124.02143893741476,123.14992231978022,125.38456972482072,0.6918075315678178,0.2889261744966443,0.2953020134228188,0.15771812080536912,0.45302013422818793,0.10648687326962276,697.0844931,711.386851,386.322577,1088.098809,254.9277446546024,323.3,335.5,168.0,510.0,124.45440932325378,2.0,2.0,1.0,3.0,0.816496580927726,0.7083333333333333,0.7083333333333334,0.475,1.0,0.1435468908633803,1.0,0.0,0.0,1.0,93.88679198217008,10
llama3.2:1b,batch_action_modular,001,0.7,0.9,800,40,5.5,5.5,1.0,10.0,3.0276503540974917,518.2372289,453.4755825,377.233651,824.464163,143.00223354453513,34.3766888,35.7746765,20.524927,36.589996,4.905009118805382,298.0,298.0,298.0,298.0,0.0,4.050016,3.9821954999999996,3.057938,5.562106,0.6154828721741799,58.7,52.0,41.0,97.0,17.832866037491314,477.925432,419.592708,334.970508,783.987135,142.8401370266374,122.70984429362912,122.85975794807786,120.35247297791743,124.58580784876608,1.3476369613270132,0.19697986577181206,0.174496644295302,0.13758389261744966,0.32550335570469796,0.05984183234057487,481.97544800000003,423.0392475,338.974179,787.841053,142.7798123809155,217.6,187.0,149.0,360.0,70.29177287089388,1.2,1.0,1.0,2.0,0.4216370213557839,0.69375,0.7374999999999999,0.475,0.9125,0.17131537681519815,1.0,0.0,0.0,1.0,93.63465760750191,10
llama3.2:1b,batch_action_modular,001,0.7,1.0,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,503.6681992,461.4424675,378.779165,799.89382,132.38870448732192,34.5224213,35.809601,20.468797,37.914952,5.02905868161992,298.0,298.0,298.0,298.0,0.0,3.8446849,3.9302365000000004,3.010137,4.496745,0.48156858443988365,57.2,52.0,41.0,94.0,16.28769133084517,463.4348502,419.908751,335.94164,755.792229,130.73287641715538,123.37170080397553,123.28576422857347,121.22953641801554,124.93058056607218,1.320434563410048,0.1919463087248322,0.174496644295302,0.13758389261744966,0.31543624161073824,0.05465668231827238,467.2795351,423.50359100000003,339.854108,760.057585,130.88933429788838,212.8,189.0,149.0,363.0,66.73962674287127,1.2,1.0,1.0,2.0,0.4216370213557839,0.69375,0.6937499999999999,0.475,1.0,0.18097440733736667,1.0,0.0,0.0,1.0,93.58113592876117,10
qwen3:0.6b,standard_modular,001,0.2,0.9,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,1965.2622883,1560.9390290000001,1289.163562,4164.153944,910.9319822371589,30.8321568,32.672443,18.677926,33.836567,4.546554163712896,286.0,286.0,286.0,286.0,0.0,15.1503493,14.9352395,9.278989,23.308217,3.6691845670266985,375.1,306.0,248.0,800.0,175.57363127759248,1911.155091,1513.087665,1239.499993,4108.673654,908.6787637591912,196.7335973158609,195.32332542184173,190.66603908456884,202.87960614913018,4.10044952427514,1.3115384615384615,1.06993006993007,0.8671328671328671,2.797202797202797,0.6138938156559177,1926.3054403,1526.441934,1251.412515,4123.605647,910.1623305464116,1803.7,1454.0,1236.0,4024.0,875.6182641108193,1.3,1.0,1.0,2.0,0.48304589153964794,0.79625,0.825,0.1,1.0,0.25522661499146204,1.0,0.0,0.0,1.0,93.31055240834516,10
qwen3:0.6b,batch_action_modular,001,0.2,0.9,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,1750.4927559,1636.2507945,1303.920161,2592.417348,445.0443195505987,30.3376137,32.812006,18.105658,34.546057,6.191270612438758,286.0,286.0,286.0,286.0,0.0,16.6714724,15.833187500000001,10.436548,26.060584,4.5881979093801135,333.8,312.0,252.0,500.0,85.05788878431233,1696.1236276,1573.269407,1248.035146,2550.900126,448.9787150463732,197.2843616092008,198.10056080378203,188.9446174318011,203.0487228025707,4.934727636295794,1.1671328671328671,1.0909090909090908,0.8811188811188811,1.7482517482517483,0.2974052055395536,1712.7951,1594.2701545,1263.17479,2566.62559,449.46775163737306,1628.5,1511.0,1234.0,2478.0,417.73522980737715,1.3,1.0,1.0,2.0,0.48304589153964794,0.7787499999999999,0.825,0.1,1.0,0.2523535053583894,1.0,0.0,0.0,1.0,93.22314130855261,10
llama3.2:1b,standard_modular,001,0.7,1.0,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,612.2336724,601.260077,385.547359,935.104002,209.0667837023969,35.8595836,35.7650465,34.983072,37.23244,0.6645985886525285,298.0,298.0,298.0,298.0,0.0,4.1140706,3.995526,2.978391,5.859357,0.8991636561016267,70.2,69.0,42.0,110.0,26.080218131330454,570.3817595,559.6395004999999,342.91827,895.179995,209.97201372403987,122.90260105579513,122.70749846472057,120.4871338635607,125.1100302750565,1.276279856831019,0.23557046979865773,0.23154362416107382,0.14093959731543623,0.3691275167785235,0.08751751050782032,574.4958301,563.33133,348.230068,898.369006,209.43837768143538,264.5,257.5,139.0,448.0,112.87972950593624,1.5,1.5,1.0,2.0,0.5270462766947299,0.6849999999999999,0.7374999999999999,0.3,1.0,0.19867617426914133,1.0,0.0,0.0,1.0,93.19839070649827,10
llama3.2:1b,standard_modular,001,0.7,0.9,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,560.1846144,482.014618,384.891145,1037.130341,201.1666374596431,35.8654047,36.043200999999996,34.788711,37.142678,0.7380137437639318,298.0,298.0,298.0,298.0,0.0,3.6398663,3.717614,2.900844,4.215428,0.4925651598977766,64.2,54.5,43.0,124.0,25.12988482088828,518.5863139,440.250647,343.822678,995.812874,201.03320998720173,123.71166225595314,124.07013330133458,122.07060691881432,125.06446709719363,1.0560603139370273,0.21543624161073827,0.18288590604026844,0.14429530201342283,0.4161073825503356,0.08432847255331637,522.2261802,443.8066895,346.944802,998.86767,200.8860750422281,241.0,206.0,146.0,472.0,100.9499325848655,1.3,1.0,1.0,3.0,0.6749485577105528,0.6645833333333333,0.6499999999999999,0.475,1.0,0.1778130390377822,1.0,0.0,0.0,1.0,93.06606314309636,10
qwen3:0.6b,standard_modular,001,0.2,1.0,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,1740.4204043,1672.4771245000002,1054.431122,2545.385771,540.64104215195,31.0540011,32.247431000000006,17.97578,33.22922,4.613737490412215,286.0,286.0,286.0,286.0,0.0,17.6037004,15.8236715,13.939068,28.447031,4.202804027698867,335.9,322.5,201.0,500.0,107.16285633454241,1684.2709949,1616.714625,1000.474827,2504.001704,544.0907603934525,199.65415862808808,200.17967917249572,195.25181949263285,201.0502946617409,1.8067161915143286,1.1744755244755245,1.1276223776223775,0.7027972027972028,1.7482517482517483,0.37469530186902944,1701.8746953,1633.6780385000002,1014.413895,2519.9574399999997,543.1179010256923,1622.5,1554.5,943.0,2470.0,514.1528631318381,1.3,1.0,1.0,3.0,0.6749485577105528,0.7495833333333333,0.825,0.1,1.0,0.24051810396170456,1.0,0.0,0.0,1.0,92.89228383059617,10
qwen3:0.6b,batch_action_modular,001,0.7,0.9,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,2027.2086037000001,1933.3793105,1087.961113,4084.920406,901.9753337136824,32.4914605,32.492109,31.884442,32.976467,0.3623641409687993,286.0,286.0,286.0,286.0,0.0,15.3576103,15.1130245,12.416127,18.816971,2.1673012837448864,394.3,378.0,207.0,800.0,177.7764201337049,1971.933724,1877.294666,1035.576802,4027.366476,900.4016575289614,200.2949199713351,200.26043223845528,197.51203617252233,202.60742595221797,1.5190707353759685,1.3786713286713286,1.3216783216783217,0.7237762237762237,2.797202797202797,0.6215958745933737,1987.2913343,1893.9887989999997,1048.327045,4044.1059990000003,901.7732551249233,1882.0,1793.0,996.0,3831.0,848.8902559616682,1.3,1.0,1.0,2.0,0.48304589153964794,0.7525,0.825,0.1,1.0,0.24365560850420734,1.0,0.0,0.0,1.0,92.64331367251093,10
llama3.2:1b,batch_action_modular,001,0.7,0.9,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,654.0823377,630.6004265,417.099679,1023.041697,229.19313428998515,32.4992693,34.8542665,19.392151,35.800813,5.075345686729155,298.0,298.0,298.0,298.0,0.0,4.1862089000000005,3.853437,3.262776,6.365279,1.166096556266385,75.6,73.5,46.0,120.0,28.17485088198733,615.5283745,598.1091625,379.697166,982.391444,228.7850823615856,122.74717647094208,122.62879217290059,121.06233663673937,124.89003432477702,1.2353538292583344,0.2536912751677852,0.24664429530201343,0.15436241610738255,0.40268456375838924,0.09454647946975614,619.7145834,601.9865445,383.377089,986.452395,228.7513680302537,293.7,286.5,161.0,522.0,129.48792307478803,1.5,1.5,1.0,2.0,0.5270462766947299,0.6499999999999999,0.6937499999999999,0.3,0.825,0.18902160370356258,1.0,0.0,0.0,1.0,92.62595201134101,10
llama3.2:1b,standard_modular,001,0.7,0.9,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,643.6040221,590.0409305000001,394.650171,1010.174047,236.11439254252727,36.5049976,36.226372,34.84464,38.341294,1.1374346402246298,298.0,298.0,298.0,298.0,0.0,4.4761348,4.239936,3.14081,6.588873,0.9073902619623918,73.6,67.5,43.0,120.0,29.224038811301295,600.5675618,547.6633919999999,352.043692,967.554002,235.9497619225428,122.34099733696384,122.30073136697257,120.15146614225803,124.77047425793369,1.5219914523320388,0.24697986577181208,0.22651006711409394,0.14429530201342283,0.40268456375838924,0.09806724433322582,605.0436966,552.13898,356.182315,971.685151,235.83269675481233,280.9,252.0,151.0,466.0,123.37157064917527,1.6,1.5,1.0,3.0,0.699205898780101,0.6499999999999999,0.6499999999999999,0.38749999999999996,1.0,0.2143303524935281,1.0,0.0,0.0,1.0,92.43405844602651,10
qwen3:0.6b,batch_action_modular,001,0.7,1.0,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,2134.9714795,1581.3471399999999,1117.818038,4204.002365,1120.834356594555,31.1718823,32.2642075,20.746127,32.747984,3.6798541126409723,286.0,286.0,286.0,286.0,0.0,14.7001344,15.517267,11.222604,16.130511,1.8625467035983103,411.6,303.0,213.0,800.0,216.04587990105765,2081.354475,1525.2042305,1062.131608,4147.735805,1120.1362844717685,198.79435029623806,199.96568937461478,192.876315563691,202.5124334023635,2.9058287098719537,1.439160839160839,1.0594405594405596,0.7447552447552448,2.797202797202797,0.7554051744792225,2096.0546094,1541.0112265,1077.151999,4163.6669010000005,1120.8632104782448,1969.6,1445.0,1003.0,3963.0,1045.6723727397177,1.3,1.0,1.0,4.0,0.9486832980505138,0.7324999999999999,0.825,0.1,1.0,0.3427928593836873,1.0,0.0,0.0,1.0,91.47847609126666,10
qwen3:0.6b,batch_action_modular,001,0.7,0.9,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,1724.5400927,1646.270153,1220.126598,2555.451998,477.7245364055179,30.9144331,32.2006735,18.273255,32.893573,4.451809653560461,286.0,286.0,286.0,286.0,0.0,13.6765499,14.597694,8.621568,19.331567,3.619099705297482,336.4,320.0,235.0,500.0,95.88905626353359,1672.5546188,1600.919087,1165.043118,2506.317147,479.07425351971557,201.19975340842166,201.42215571345898,199.11808478923462,203.06175997221962,1.2734460378054286,1.1762237762237762,1.118881118881119,0.8216783216783217,1.7482517482517483,0.33527642050186574,1686.2311687000001,1614.8956545,1179.8272510000002,2515.9213640000003,477.8507464524851,1599.9,1524.5,1123.0,2427.0,468.6008607190843,1.3,1.0,1.0,2.0,0.48304589153964794,0.6975,0.825,0.1,1.0,0.3196026178449315,1.0,0.0,0.0,1.0,91.45356432677205,10
qwen3:0.6b,batch_action_modular,001,0.7,1.0,500,40,5.5,5.5,1.0,10.0,3.0276503540974917,1873.1284285,1843.839967,1235.716451,2615.1741,474.6869737341594,31.099135699999998,32.379262,19.603312,32.681113,4.0461835565293445,286.0,286.0,286.0,286.0,0.0,17.7635686,17.387636,11.723396,26.654106,3.825552890747172,356.9,355.0,230.0,500.0,92.67320120845196,1816.4157781,1782.176587,1176.807184,2558.608131,474.0850878807676,196.56139647021146,196.177405451238,189.00758467466687,202.41569051171672,3.5946445055596987,1.2479020979020978,1.2412587412587412,0.8041958041958042,1.7482517482517483,0.3240321720575244,1834.1793467,1803.211359,1195.093719,2574.469427,473.0082100335157,1724.6,1757.0,1120.0,2421.0,445.23456988673087,1.2,1.0,1.0,2.0,0.4216370213557839,0.6975,0.825,0.1,1.0,0.3196026178449315,1.0,0.0,0.0,1.0,91.24582424944147,10
qwen3:0.6b,standard_modular,001,0.2,0.9,800,40,5.5,5.5,1.0,10.0,3.0276503540974917,1829.6060367,1381.743545,1234.907944,4203.837873,921.7244129658926,32.3180736,33.0160275,28.093283,34.327233,1.8945554620193565,286.0,286.0,286.0,286.0,0.0,14.5463129,15.2799,9.389438,23.400452,4.470152557150208,347.6,260.0,230.0,800.0,176.5680227749823,1775.3891248999998,1330.153343,1178.09691,4156.242278,924.1963941932885,196.4065260807856,196.56006438299318,192.48156062378615,200.69294793893118,3.0436694264968365,1.2153846153846153,0.9090909090909091,0.8041958041958042,2.797202797202797,0.6173707090034346,1789.9354378,1343.400004,1196.235488,4165.631716,921.7646097121873,1681.5,1262.5,1126.0,3962.0,870.5767245529445,1.2,1.0,0.0,3.0,0.7888106377466154,0.8008333333333333,0.825,0.0,1.0,0.3001658492184563,0.9,0.0,0.0,0.9,89.77099625796825,10
qwen3:0.6b,batch_action_modular,001,0.2,1.0,800,0,5.5,5.5,1.0,10.0,3.0276503540974917,1608.7915469,1260.1423260000001,1141.560154,4083.63896,894.4947338541106,31.7637587,32.4086725,22.523597,33.992623,3.3312464142870364,286.0,286.0,286.0,286.0,0.0,12.996683,12.002988,9.924617,17.251915,2.5630321083081355,310.8,243.5,217.0,800.0,177.46473828153393,1556.1838995,1207.7080365000002,1091.467976,4032.141353,895.483708198055,199.84340497413567,200.81017000033438,191.86436337512558,203.2329991952496,3.37540733433044,1.0867132867132867,0.8513986013986015,0.7587412587412588,2.797202797202797,0.6205060779074613,1569.1805825,1218.873991,1102.0035659999999,4043.957199,895.0974308424661,1530.2,1234.5,1033.0,4000.0,895.1151136399534,1.0,1.0,0.0,2.0,0.4714045207910317,0.7775,0.825,0.0,1.0,0.2827076424702932,0.9,0.0,0.0,0.9,89.69081253228191,10
qwen3:0.6b,batch_action_modular,001,0.2,1.0,800,40,5.5,5.5,1.0,10.0,3.0276503540974917,1813.339037,1540.5550094999999,1202.330818,4107.822368,876.5417027218053,32.4418702,32.493257,28.994936,34.787631,1.4296006133772545,286.0,286.0,286.0,286.0,0.0,15.3380371,14.961998999999999,9.392264,21.814338,3.3397399910971926,350.4,298.5,230.0,800.0,172.8629514962648,1757.8297442,1488.185852,1146.057874,4051.842864,875.8423450440634,199.46448334730428,200.28255308583988,195.7213975141823,201.60022402373033,1.8605386907506472,1.2251748251748251,1.0437062937062938,0.8041958041958042,2.797202797202797,0.6044159143226042,1773.1677813000001,1501.83914,1160.987345,4066.837391,876.2893892663967,1709.7,1427.0,1130.0,3935.0,849.987457423801,1.0,1.0,0.0,2.0,0.4714045207910317,0.7775,0.825,0.0,1.0,0.2827076424702932,0.9,0.0,0.0,0.9,89.52463829479126,10
qwen3:0.6b,standard_modular,001,0.7,0.9,500,0,5.5,5.5,1.0,10.0,3.0276503540974917,1763.7488795,1752.9285765,1324.696818,2533.343882,405.5388411786705,30.8974976,32.32369,19.211502,34.031393,4.384051476288602,286.0,286.0,286.0,286.0,0.0,17.1316371,15.0574145,9.21526,26.697818,5.5776128042906485,341.9,342.0,255.0,500.0,82.50986473009017,1708.1764696,1702.676887,1273.351834,2470.477024,405.2246424343322,200.00673252493965,200.27499811643872,195.3530409024609,202.3900627865139,1.8772278369413704,1.1954545454545455,1.1958041958041958,0.8916083916083916,1.7482517482517483,0.28849603052479084,1725.3081067,1715.0764490000001,1286.110374,2493.5613,407.0324244317327,1653.4,1611.0,1187.0,2421.0,419.47379735409777,1.1,1.0,0.0,2.0,0.5676462121975467,0.76,0.825,0.0,1.0,0.2726414006223804,0.9,0.0,0.0,0.9,89.33406935198646,10
